NUMBER LOVE_H LOVE_L LOVE_K
1037 -5.918540247 0.0016336814 -0.0024255078
1038 -5.919482676 0.0016326725 -0.0024236708
1039 -5.920422266 0.0016316641 -0.0024218356
1040 -5.921359018 0.0016306562 -0.0024200029
1041 -5.922292942 0.0016296487 -0.0024181722
1042 -5.923224046 0.0016286418 -0.0024163436
1043 -5.924152332 0.0016276354 -0.0024145169
1044 -5.925077812 0.0016266295 -0.0024126923
1045 -5.926000495 0.001625624 -0.0024108701
1046 -5.926920384 0.0016246191 -0.0024090497
1047 -5.927837491 0.0016236147 -0.0024072313
1048 -5.928751818 0.0016226108 -0.0024054152
1049 -5.929663377 0.0016216074 -0.0024036011
1050 -5.930572172 0.0016206045 -0.0024017891
1051 -5.931478207 0.0016196021 -0.0023999793
1052 -5.932381498 0.0016186002 -0.0023981714
1053 -5.933282049 0.0016175989 -0.0023963657
1054 -5.934179863 0.001616598 -0.0023945618
1055 -5.935074951 0.0016155977 -0.0023927601
1056 -5.935967322 0.0016145979 -0.0023909607
1057 -5.936856976 0.0016135986 -0.002389163
1058 -5.937743926 0.0016125998 -0.0023873675
1059 -5.938628179 0.0016116015 -0.0023855739
1060 -5.939509741 0.0016106037 -0.0023837827
1061 -5.940388621 0.0016096065 -0.0023819931
1062 -5.941264819 0.0016086098 -0.0023802059
1063 -5.942138353 0.0016076136 -0.0023784206
1064 -5.94300922 0.0016066179 -0.0023766375
1065 -5.943877434 0.0016056227 -0.0023748563
1066 -5.944742995 0.0016046281 -0.0023730771
1067 -5.945605919 0.001603634 -0.0023713001
1068 -5.946466207 0.0016026404 -0.0023695248
1069 -5.947323867 0.0016016474 -0.0023677518
1070 -5.948178907 0.0016006548 -0.0023659806
1071 -5.949031335 0.0015996629 -0.0023642115
1072 -5.949881157 0.0015986714 -0.0023624447
1073 -5.950728372 0.0015976805 -0.0023606796
1074 -5.951573001 0.00159669 -0.0023589166
1075 -5.952415045 0.0015957002 -0.0023571557
1076 -5.953254508 0.0015947108 -0.0023553966
1077 -5.954091399 0.001593722 -0.0023536396
1078 -5.954925726 0.0015927338 -0.0023518847
1079 -5.955757495 0.001591746 -0.0023501317
1080 -5.956586708 0.0015907589 -0.0023483808
1081 -5.957413381 0.0015897722 -0.0023466318
1082 -5.958237519 0.0015887861 -0.0023448847
1083 -5.959059122 0.0015878005 -0.0023431398
1084 -5.959878198 0.0015868155 -0.0023413969
1085 -5.960694766 0.001585831 -0.0023396557
1086 -5.961508817 0.0015848471 -0.0023379168
1087 -5.962320366 0.0015838637 -0.0023361795
1088 -5.963129418 0.0015828808 -0.0023344447
1089 -5.963935977 0.0015818985 -0.0023327115
1090 -5.964740059 0.0015809167 -0.0023309804
1091 -5.965541661 0.0015799355 -0.0023292512
1092 -5.966340792 0.0015789549 -0.0023275239
1093 -5.967137459 0.0015779747 -0.0023257987
1094 -5.967931671 0.0015769952 -0.0023240755
1095 -5.968723432 0.0015760162 -0.0023223541
1096 -5.969512752 0.0015750377 -0.0023206349
1097 -5.970299635 0.0015740598 -0.0023189174
1098 -5.971084087 0.0015730824 -0.0023172021
1099 -5.971866115 0.0015721057 -0.0023154886
1100 -5.972645727 0.0015711294 -0.0023137771
1101 -5.973422926 0.0015701537 -0.0023120674
1102 -5.974197725 0.0015691786 -0.0023103597
1103 -5.974970126 0.001568204 -0.0023086542
1104 -5.975740137 0.00156723 -0.0023069502
1105 -5.976507763 0.0015662566 -0.0023052483
1106 -5.977273009 0.0015652837 -0.0023035485
1107 -5.978035891 0.0015643114 -0.0023018505
1108 -5.978796404 0.0015633396 -0.0023001546
1109 -5.979554557 0.0015623684 -0.0022984606
1110 -5.980310359 0.0015613978 -0.0022967683
1111 -5.981063817 0.0015604278 -0.0022950781
1112 -5.981814933 0.0015594583 -0.0022933898
1113 -5.982563724 0.0015584893 -0.0022917036
1114 -5.983310185 0.001557521 -0.0022900186
1115 -5.984054327 0.0015565532 -0.0022883362
1116 -5.984796153 0.001555586 -0.0022866556
1117 -5.985535676 0.0015546193 -0.0022849767
1118 -5.986272897 0.0015536533 -0.0022832998
1119 -5.987007826 0.0015526878 -0.0022816251
1120 -5.987740463 0.0015517228 -0.0022799518
1121 -5.988470822 0.0015507585 -0.0022782807
1122 -5.989198903 0.0015497947 -0.0022766114
1123 -5.989924719 0.0015488315 -0.0022749441
1124 -5.990648273 0.0015478689 -0.0022732785
1125 -5.991369565 0.0015469068 -0.0022716152
1126 -5.992088612 0.0015459454 -0.0022699533
1127 -5.992805411 0.0015449845 -0.0022682936
1128 -5.993519975 0.0015440242 -0.0022666357
1129 -5.994232306 0.0015430644 -0.0022649794
1130 -5.994942414 0.0015421053 -0.0022633253
1131 -5.9956503 0.0015411467 -0.0022616731
1132 -5.99635598 0.0015401887 -0.0022600227
1133 -5.997059446 0.0015392313 -0.0022583741
1134 -5.997760713 0.0015382745 -0.0022567275
1135 -5.998459784 0.0015373183 -0.0022550827
1136 -5.99915667 0.0015363627 -0.0022534397
1137 -5.999851374 0.0015354076 -0.0022517986
1138 -6.000543901 0.0015344531 -0.0022501594
1139 -6.00123426 0.0015334993 -0.002248522
1140 -6.001922452 0.001532546 -0.0022468864
1141 -6.00260849 0.0015315933 -0.002245253
1142 -6.003292369 0.0015306412 -0.0022436211
1143 -6.003974105 0.0015296897 -0.0022419913
1144 -6.004653705 0.0015287387 -0.0022403629
1145 -6.005331169 0.0015277884 -0.0022387368
1146 -6.006006505 0.0015268387 -0.0022371125
1147 -6.006679718 0.0015258895 -0.0022354897
1148 -6.007350817 0.001524941 -0.002233869
1149 -6.008019806 0.0015239931 -0.0022322502
1150 -6.00868669 0.0015230457 -0.0022306332
1151 -6.009351472 0.0015220989 -0.002229018
1152 -6.01001417 0.0015211528 -0.0022274043
1153 -6.010674772 0.0015202072 -0.0022257929
1154 -6.011333298 0.0015192623 -0.0022241832
1155 -6.011989751 0.0015183179 -0.0022225752
1156 -6.012644135 0.0015173742 -0.0022209692
1157 -6.013296455 0.001516431 -0.0022193647
1158 -6.013946719 0.0015154885 -0.0022177625
1159 -6.014594929 0.0015145465 -0.0022161618
1160 -6.015241098 0.0015136052 -0.002214563
1161 -6.015885223 0.0015126644 -0.0022129658
1162 -6.016527318 0.0015117243 -0.0022113707
1163 -6.017167385 0.0015107848 -0.0022097771
1164 -6.017805423 0.0015098459 -0.0022081856
1165 -6.018441447 0.0015089075 -0.0022065958
1166 -6.019075468 0.0015079698 -0.0022050078
1167 -6.019707477 0.0015070327 -0.0022034217
1168 -6.020337488 0.0015060962 -0.0022018371
1169 -6.020965501 0.0015051604 -0.0022002546
1170 -6.021591529 0.0015042251 -0.0021986736
1171 -6.022215574 0.0015032904 -0.0021970947
1172 -6.022837639 0.0015023564 -0.0021955174
1173 -6.023457737 0.001501423 -0.002193942
1174 -6.024075871 0.0015004901 -0.0021923681
1175 -6.024692042 0.0014995579 -0.0021907962
1176 -6.025306261 0.0014986263 -0.0021892261
1177 -6.025918528 0.0014976953 -0.0021876578
1178 -6.026528856 0.001496765 -0.0021860911
1179 -6.027137244 0.0014958352 -0.0021845263
1180 -6.027743699 0.0014949061 -0.0021829631
1181 -6.028348227 0.0014939776 -0.002181402
1182 -6.028950835 0.0014930497 -0.0021798424
1183 -6.029551526 0.0014921224 -0.0021782847
1184 -6.030150302 0.0014911958 -0.0021767287
1185 -6.030747181 0.0014902697 -0.0021751745
1186 -6.031342162 0.0014893443 -0.0021736218
1187 -6.031935245 0.0014884195 -0.0021720711
1188 -6.032526448 0.0014874953 -0.0021705221
1189 -6.033115757 0.0014865718 -0.0021689749
1190 -6.033703196 0.0014856488 -0.0021674294
1191 -6.034288762 0.0014847265 -0.0021658856
1192 -6.034872454 0.0014838048 -0.0021643437
1193 -6.035454285 0.0014828838 -0.0021628037
1194 -6.036034269 0.0014819633 -0.0021612649
1195 -6.036612399 0.0014810435 -0.0021597281
1196 -6.037188682 0.0014801243 -0.0021581932
1197 -6.037763125 0.0014792057 -0.0021566599
1198 -6.038335735 0.0014782878 -0.0021551284
1199 -6.038906516 0.0014773705 -0.0021535984
1200 -6.039475472 0.0014764538 -0.0021520702
1201 -6.040042612 0.0014755378 -0.002150544
1202 -6.040607938 0.0014746223 -0.0021490192
1203 -6.041171452 0.0014737075 -0.0021474964
1204 -6.041733165 0.0014727934 -0.0021459752
1205 -6.04229308 0.0014718798 -0.0021444557
1206 -6.042851203 0.0014709669 -0.0021429377
1207 -6.043407539 0.0014700547 -0.0021414217
1208 -6.043962091 0.001469143 -0.0021399072
1209 -6.044514869 0.001468232 -0.0021383946
1210 -6.045065878 0.0014673216 -0.0021368836
1211 -6.04561511 0.0014664119 -0.0021353742
1212 -6.046162588 0.0014655028 -0.0021338669
1213 -6.04670831 0.0014645943 -0.002132361
1214 -6.047252278 0.0014636864 -0.0021308567
1215 -6.047794497 0.0014627792 -0.0021293543
1216 -6.048334983 0.0014618727 -0.0021278535
1217 -6.048873729 0.0014609667 -0.0021263544
1218 -6.049410746 0.0014600614 -0.0021248571
1219 -6.049946037 0.0014591568 -0.0021233615
1220 -6.050479603 0.0014582527 -0.0021218674
1221 -6.05101146 0.0014573493 -0.0021203751
1222 -6.051541593 0.0014564466 -0.0021188843
1223 -6.052070036 0.0014555445 -0.0021173954
1224 -6.052596767 0.001454643 -0.0021159082
1225 -6.053121805 0.0014537422 -0.0021144226
1226 -6.053645158 0.001452842 -0.0021129385
1227 -6.054166824 0.0014519424 -0.0021114564
1228 -6.0546868 0.0014510435 -0.0021099757
1229 -6.055205111 0.0014501452 -0.0021084967
1230 -6.05572174 0.0014492476 -0.0021070194
1231 -6.056236717 0.0014483506 -0.0021055438
1232 -6.056750026 0.0014474543 -0.0021040697
1233 -6.057261675 0.0014465585 -0.0021025976
1234 -6.057771675 0.0014456635 -0.002101127
1235 -6.058280029 0.0014447691 -0.002099658
1236 -6.058786738 0.0014438753 -0.0020981908
1237 -6.059291818 0.0014429822 -0.0020967252
1238 -6.059795258 0.0014420897 -0.0020952612
1239 -6.060297071 0.0014411978 -0.0020937988
1240 -6.060797267 0.0014403066 -0.002092338
1241 -6.06129584 0.0014394161 -0.002090879
1242 -6.061792805 0.0014385262 -0.0020894213
1243 -6.062288159 0.0014376369 -0.0020879654
1244 -6.062781907 0.0014367483 -0.0020865115
1245 -6.063274057 0.0014358603 -0.0020850589
1246 -6.063764622 0.001434973 -0.0020836082
1247 -6.064253589 0.0014340863 -0.0020821588
1248 -6.064740975 0.0014332003 -0.0020807111
1249 -6.06522678 0.0014323149 -0.002079265
1250 -6.065711009 0.0014314302 -0.0020778207
1251 -6.066193669 0.0014305461 -0.0020763781
1252 -6.066674761 0.0014296627 -0.0020749369
1253 -6.067154295 0.0014287799 -0.0020734975
1254 -6.067632268 0.0014278978 -0.0020720596
1255 -6.068108692 0.0014270163 -0.0020706233
1256 -6.068583576 0.0014261355 -0.0020691884
1257 -6.069056907 0.0014252553 -0.0020677554
1258 -6.069528697 0.0014243758 -0.0020663238
1259 -6.069998965 0.0014234969 -0.0020648943
1260 -6.070467698 0.0014226187 -0.002063466
1261 -6.070934908 0.0014217411 -0.0020620394
1262 -6.071400597 0.0014208642 -0.0020606144
1263 -6.071864772 0.0014199879 -0.0020591909
1264 -6.072327436 0.0014191123 -0.0020577689
1265 -6.072788592 0.0014182373 -0.0020563488
1266 -6.073248251 0.001417363 -0.0020549301
1267 -6.073706401 0.0014164894 -0.0020535131
1268 -6.07416307 0.0014156164 -0.0020520978
1269 -6.074618248 0.001414744 -0.002050684
1270 -6.075071941 0.0014138723 -0.0020492714
1271 -6.075524154 0.0014130013 -0.0020478611
1272 -6.075974893 0.0014121309 -0.0020464518
1273 -6.076424162 0.0014112612 -0.0020450443
1274 -6.076871966 0.0014103921 -0.0020436387
1275 -6.077318309 0.0014095237 -0.0020422338
1276 -6.07776319 0.0014086559 -0.002040831
1277 -6.078206619 0.0014077888 -0.0020394299
1278 -6.078648602 0.0014069223 -0.0020380304
1279 -6.079089138 0.0014060565 -0.0020366321
1280 -6.079528235 0.0014051914 -0.0020352357
1281 -6.079965895 0.0014043269 -0.0020338407
1282 -6.080402128 0.0014034631 -0.0020324475
1283 -6.080836928 0.0014025999 -0.0020310558
1284 -6.081270309 0.0014017374 -0.0020296653
1285 -6.081702272 0.0014008756 -0.0020282764
1286 -6.082132818 0.0014000144 -0.0020268895
1287 -6.082561958 0.0013991538 -0.0020255038
1288 -6.082989689 0.001398294 -0.0020241198
1289 -6.083416023 0.0013974347 -0.0020227373
1290 -6.083840953 0.0013965762 -0.0020213564
1291 -6.084264494 0.0013957183 -0.0020199773
1292 -6.08468665 0.001394861 -0.0020185991
1293 -6.085107415 0.0013940044 -0.002017223
1294 -6.085526804 0.0013931485 -0.002015848
1295 -6.085944812 0.0013922933 -0.002014475
1296 -6.086361457 0.0013914387 -0.0020131031
1297 -6.086776728 0.0013905847 -0.0020117331
1298 -6.087190635 0.0013897314 -0.0020103645
1299 -6.08760318 0.0013888788 -0.0020089977
1300 -6.088014368 0.0013880268 -0.0020076321
1301 -6.088424217 0.0013871755 -0.0020062679
1302 -6.088832711 0.0013863249 -0.0020049054
1303 -6.08923986 0.0013854749 -0.0020035443
1304 -6.089645672 0.0013846256 -0.0020021851
1305 -6.090050152 0.0013837769 -0.0020008268
1306 -6.090453294 0.0013829289 -0.0019994705
1307 -6.090855115 0.0013820816 -0.0019981157
1308 -6.091255609 0.0013812349 -0.0019967621
1309 -6.09165479 0.0013803889 -0.0019954102
1310 -6.092052651 0.0013795435 -0.0019940599
1311 -6.092449202 0.0013786988 -0.0019927111
1312 -6.092844448 0.0013778548 -0.0019913638
1313 -6.09323839 0.0013770114 -0.001990018
1314 -6.093631032 0.0013761687 -0.0019886736
1315 -6.094022378 0.0013753266 -0.0019873308
1316 -6.094412434 0.0013744853 -0.0019859895
1317 -6.094801208 0.0013736445 -0.0019846499
1318 -6.095188694 0.0013728045 -0.0019833113
1319 -6.095574905 0.0013719651 -0.0019819747
1320 -6.095959837 0.0013711263 -0.0019806392
1321 -6.096343497 0.0013702883 -0.001979305
1322 -6.096725892 0.0013694509 -0.0019779727
1323 -6.09710702 0.0013686141 -0.0019766418
1324 -6.097486893 0.001367778 -0.0019753125
1325 -6.097865509 0.0013669426 -0.0019739846
1326 -6.098242867 0.0013661078 -0.0019726583
1327 -6.098618983 0.0013652738 -0.0019713333
1328 -6.098993851 0.0013644403 -0.00197001
1329 -6.099367482 0.0013636076 -0.0019686876
1330 -6.099739874 0.0013627754 -0.0019673676
1331 -6.100111034 0.001361944 -0.0019660483
1332 -6.100480966 0.0013611132 -0.0019647309
1333 -6.10084967 0.0013602831 -0.0019634143
1334 -6.101217155 0.0013594537 -0.0019621
1335 -6.101583423 0.0013586249 -0.0019607867
1336 -6.101948468 0.0013577967 -0.0019594752
1337 -6.102312309 0.0013569693 -0.0019581647
1338 -6.102674944 0.0013561425 -0.0019568559
1339 -6.10303638 0.0013553163 -0.0019555484
1340 -6.103396611 0.0013544909 -0.0019542428
1341 -6.103755651 0.0013536661 -0.0019529381
1342 -6.104113495 0.0013528419 -0.0019516353
1343 -6.104470147 0.0013520184 -0.0019503339
1344 -6.104825625 0.0013511956 -0.0019490336
1345 -6.105179916 0.0013503735 -0.0019477352
1346 -6.10553303 0.001349552 -0.0019464378
1347 -6.105884973 0.0013487311 -0.0019451423
1348 -6.106235741 0.001347911 -0.0019438478
1349 -6.106585349 0.0013470915 -0.001942555
1350 -6.10693379 0.0013462726 -0.0019412636
1351 -6.107281073 0.0013454545 -0.0019399737
1352 -6.107627196 0.001344637 -0.0019386853
1353 -6.107972174 0.0013438201 -0.0019373979
1354 -6.108316005 0.0013430039 -0.0019361124
1355 -6.108658685 0.0013421884 -0.0019348282
1356 -6.109000228 0.0013413736 -0.0019335453
1357 -6.109340631 0.0013405594 -0.0019322638
1358 -6.109679899 0.0013397459 -0.0019309838
1359 -6.110018036 0.001338933 -0.0019297056
1360 -6.11035505 0.0013381208 -0.0019284283
1361 -6.110690933 0.0013373093 -0.0019271524
1362 -6.111025704 0.0013364984 -0.0019258782
1363 -6.111359354 0.0013356882 -0.0019246054
1364 -6.111691891 0.0013348786 -0.0019233339
1365 -6.112023322 0.0013340698 -0.0019220637
1366 -6.112353642 0.0013332615 -0.0019207953
1367 -6.112682858 0.001332454 -0.0019195281
1368 -6.113010977 0.0013316471 -0.001918262
1369 -6.113337998 0.0013308409 -0.001916998
1370 -6.113663933 0.0013300353 -0.0019157348
1371 -6.113988776 0.0013292304 -0.0019144731
1372 -6.114312529 0.0013284261 -0.0019132129
1373 -6.114635204 0.0013276226 -0.001911954
1374 -6.114956797 0.0013268196 -0.0019106967
1375 -6.115277312 0.0013260174 -0.0019094405
1376 -6.115596757 0.0013252158 -0.0019081861
1377 -6.115915138 0.0013244149 -0.0019069327
1378 -6.116232445 0.0013236146 -0.001905681
1379 -6.116548698 0.001322815 -0.0019044305
1380 -6.116863888 0.0013220161 -0.0019031813
1381 -6.117178024 0.0013212178 -0.0019019339
1382 -6.117491103 0.0013204202 -0.0019006873
1383 -6.117803135 0.0013196232 -0.0018994426
1384 -6.118114128 0.0013188269 -0.0018981991
1385 -6.118424069 0.0013180313 -0.0018969568
1386 -6.118732973 0.0013172363 -0.0018957159
1387 -6.119040849 0.001316442 -0.0018944766
1388 -6.119347682 0.0013156484 -0.0018932383
1389 -6.11965349 0.0013148554 -0.0018920015
1390 -6.119958269 0.0013140631 -0.0018907666
1391 -6.120262029 0.0013132714 -0.0018895325
1392 -6.120564764 0.0013124804 -0.0018883
1393 -6.12086649 0.0013116901 -0.0018870688
1394 -6.121167197 0.0013109004 -0.0018858386
1395 -6.121466893 0.0013101114 -0.0018846104
1396 -6.121765587 0.001309323 -0.0018833832
1397 -6.122063272 0.0013085353 -0.0018821573
1398 -6.12235996 0.0013077483 -0.001880933
1399 -6.12265565 0.0013069619 -0.0018797098
1400 -6.122950343 0.0013061762 -0.0018784878
1401 -6.123244043 0.0013053911 -0.0018772678
1402 -6.123536759 0.0013046067 -0.0018760487
1403 -6.123828485 0.001303823 -0.0018748308
1404 -6.124119233 0.0013030399 -0.0018736145
1405 -6.124409005 0.0013022575 -0.0018723997
1406 -6.1246978 0.0013014758 -0.0018711862
1407 -6.124985618 0.0013006946 -0.0018699738
1408 -6.125272468 0.0012999142 -0.0018687627
1409 -6.125558357 0.0012991344 -0.0018675529
1410 -6.125843274 0.0012983553 -0.0018663447
1411 -6.126127235 0.0012975768 -0.001865138
1412 -6.126410234 0.001296799 -0.0018639323
1413 -6.126692286 0.0012960219 -0.0018627282
1414 -6.126973385 0.0012952454 -0.0018615251
1415 -6.127253531 0.0012944696 -0.0018603232
1416 -6.127532736 0.0012936944 -0.0018591229
1417 -6.127810991 0.0012929199 -0.0018579241
1418 -6.128088313 0.001292146 -0.0018567262
1419 -6.128364705 0.0012913728 -0.0018555301
1420 -6.128640151 0.0012906003 -0.0018543348
1421 -6.128914675 0.0012898284 -0.0018531412
1422 -6.129188267 0.0012890571 -0.0018519489
1423 -6.129460938 0.0012882866 -0.0018507578
1424 -6.129732683 0.0012875167 -0.0018495677
1425 -6.130003515 0.0012867474 -0.0018483793
1426 -6.130273425 0.0012859788 -0.0018471918
1427 -6.130542426 0.0012852108 -0.0018460062
1428 -6.130810511 0.0012844435 -0.0018448215
1429 -6.131077695 0.0012836769 -0.0018436384
1430 -6.131343977 0.0012829109 -0.0018424565
1431 -6.131609358 0.0012821456 -0.0018412759
1432 -6.131873835 0.0012813809 -0.0018400964
1433 -6.132137416 0.0012806169 -0.0018389184
1434 -6.132400102 0.0012798535 -0.0018377417
1435 -6.132661905 0.0012790908 -0.0018365661
1436 -6.132922818 0.0012783287 -0.001835392
1437 -6.133182845 0.0012775673 -0.0018342191
1438 -6.133441998 0.0012768066 -0.0018330474
1439 -6.133700263 0.0012760465 -0.0018318772
1440 -6.133957654 0.001275287 -0.0018307082
1441 -6.134214175 0.0012745282 -0.0018295401
1442 -6.134469827 0.0012737701 -0.0018283738
1443 -6.134724611 0.0012730126 -0.0018272086
1444 -6.134978527 0.0012722558 -0.0018260447
1445 -6.135231582 0.0012714996 -0.001824882
1446 -6.135483781 0.0012707441 -0.0018237207
1447 -6.135735124 0.0012699892 -0.0018225606
1448 -6.135985606 0.0012692349 -0.0018214019
1449 -6.13623524 0.0012684814 -0.0018202444
1450 -6.136484029 0.0012677284 -0.0018190879
1451 -6.136731969 0.0012669762 -0.0018179332
1452 -6.136979068 0.0012662245 -0.001816779
1453 -6.137225328 0.0012654735 -0.0018156266
1454 -6.137470747 0.0012647232 -0.0018144761
1455 -6.137715342 0.0012639735 -0.0018133253
1456 -6.137959092 0.0012632245 -0.0018121769
1457 -6.138202019 0.0012624761 -0.0018110293
1458 -6.138444112 0.0012617284 -0.0018098835
1459 -6.138685391 0.0012609813 -0.0018087383
1460 -6.138925842 0.0012602349 -0.0018075943
1461 -6.13916547 0.0012594891 -0.0018064523
1462 -6.139404299 0.001258744 -0.0018053109
1463 -6.1396423 0.0012579995 -0.0018041709
1464 -6.139879497 0.0012572556 -0.0018030323
1465 -6.14011588 0.0012565124 -0.0018018948
1466 -6.140351458 0.0012557699 -0.001800759
1467 -6.140586236 0.001255028 -0.0017996238
1468 -6.140820208 0.0012542867 -0.0017984899
1469 -6.141053388 0.0012535461 -0.0017973577
1470 -6.14128577 0.0012528061 -0.0017962265
1471 -6.14151736 0.0012520668 -0.0017950966
1472 -6.141748162 0.0012513281 -0.0017939672
1473 -6.141978174 0.0012505901 -0.0017928404
1474 -6.142207396 0.0012498527 -0.0017917139
1475 -6.142435843 0.001249116 -0.0017905887
1476 -6.142663511 0.0012483799 -0.0017894648
1477 -6.142890394 0.0012476444 -0.0017883422
1478 -6.143116508 0.0012469096 -0.0017872207
1479 -6.143341844 0.0012461754 -0.0017861011
1480 -6.143566412 0.0012454419 -0.0017849818
1481 -6.14379021 0.001244709 -0.001783864
1482 -6.14401325 0.0012439768 -0.0017827473
1483 -6.144235526 0.0012432452 -0.0017816318
1484 -6.144457033 0.0012425142 -0.001780518
1485 -6.144677794 0.0012417839 -0.0017794051
1486 -6.144897795 0.0012410542 -0.0017782933
1487 -6.145117045 0.0012403252 -0.001777183
1488 -6.145335534 0.0012395968 -0.0017760741
1489 -6.145553285 0.001238869 -0.0017749656
1490 -6.145770292 0.0012381419 -0.0017738591
1491 -6.145986551 0.0012374154 -0.0017727533
1492 -6.146202066 0.0012366896 -0.001771649
1493 -6.14641685 0.0012359644 -0.0017705456
1494 -6.146630893 0.0012352398 -0.001769444
1495 -6.146844207 0.0012345159 -0.001768343
1496 -6.147056789 0.0012337926 -0.0017672433
1497 -6.147268641 0.00123307 -0.0017661443
1498 -6.147479766 0.001232348 -0.0017650476
1499 -6.147690167 0.0012316266 -0.0017639516
1500 -6.147899847 0.0012309058 -0.0017628565
1501 -6.148108806 0.0012301857 -0.001761763
1502 -6.148317048 0.0012294663 -0.0017606702
1503 -6.148524584 0.0012287475 -0.001759579
1504 -6.148731398 0.0012280293 -0.0017584888
1505 -6.148937502 0.0012273117 -0.0017574
1506 -6.1491429 0.0012265948 -0.0017563123
1507 -6.149347589 0.0012258785 -0.0017552259
1508 -6.149551588 0.0012251628 -0.0017541406
1509 -6.149754879 0.0012244478 -0.0017530559
1510 -6.149957465 0.0012237334 -0.001751973
1511 -6.150159359 0.0012230197 -0.001750891
1512 -6.15036056 0.0012223066 -0.0017498105
1513 -6.150561066 0.0012215941 -0.0017487309
1514 -6.150760884 0.0012208822 -0.0017476529
1515 -6.150960018 0.001220171 -0.0017465756
1516 -6.151158469 0.0012194604 -0.0017454998
1517 -6.151356234 0.0012187504 -0.0017444244
1518 -6.15155331 0.0012180411 -0.0017433511
1519 -6.151749713 0.0012173324 -0.0017422786
1520 -6.151945448 0.0012166243 -0.0017412067
1521 -6.152140508 0.0012159169 -0.001740137
1522 -6.152334886 0.0012152101 -0.001739068
1523 -6.1525286 0.0012145039 -0.0017380002
1524 -6.152721648 0.0012137983 -0.0017369333
1525 -6.152914033 0.0012130934 -0.0017358672
1526 -6.153105752 0.0012123891 -0.0017348033
1527 -6.153296804 0.0012116854 -0.0017337397
1528 -6.153487211 0.0012109824 -0.0017326774
1529 -6.153676948 0.0012102799 -0.0017316166
1530 -6.153866035 0.0012095781 -0.001730557
1531 -6.154054479 0.001208877 -0.0017294981
1532 -6.154242261 0.0012081764 -0.0017284407
1533 -6.154429399 0.0012074765 -0.0017273842
1534 -6.154615894 0.0012067772 -0.0017263288
1535 -6.154801745 0.0012060786 -0.0017252747
1536 -6.154986956 0.0012053805 -0.0017242217
1537 -6.155171522 0.0012046831 -0.0017231699
1538 -6.155355457 0.0012039863 -0.001722119
1539 -6.155538743 0.0012032901 -0.0017210695
1540 -6.155721409 0.0012025946 -0.0017200207
1541 -6.155903443 0.0012018997 -0.0017189734
1542 -6.156084843 0.0012012054 -0.0017179273
1543 -6.156265628 0.0012005117 -0.0017168821
1544 -6.156445777 0.0011998186 -0.0017158382
1545 -6.156625303 0.0011991262 -0.0017147955
1546 -6.156804213 0.0011984343 -0.0017137538
1547 -6.156982498 0.0011977431 -0.001712713
1548 -6.15716017 0.0011970526 -0.0017116735
1549 -6.157337229 0.0011963626 -0.0017106354
1550 -6.157513674 0.0011956733 -0.0017095982
1551 -6.157689516 0.0011949845 -0.0017085615
1552 -6.157864735 0.0011942964 -0.0017075271
1553 -6.158039354 0.0011936089 -0.001706493
1554 -6.158213372 0.0011929221 -0.0017054605
1555 -6.158386779 0.0011922358 -0.0017044284
1556 -6.158559594 0.0011915502 -0.0017033977
1557 -6.158731806 0.0011908651 -0.0017023683
1558 -6.158903423 0.0011901807 -0.0017013398
1559 -6.15907445 0.001189497 -0.0017003124
1560 -6.159244876 0.0011888138 -0.0016992867
1561 -6.15941471 0.0011881312 -0.0016982614
1562 -6.159583964 0.0011874493 -0.0016972375
1563 -6.159752626 0.0011867679 -0.0016962144
1564 -6.15992071 0.0011860872 -0.0016951924
1565 -6.160088201 0.0011854071 -0.0016941723
1566 -6.160255114 0.0011847276 -0.0016931526
1567 -6.160421451 0.0011840487 -0.0016921338
1568 -6.160587208 0.0011833705 -0.0016911166
1569 -6.160752391 0.0011826928 -0.0016901005
1570 -6.160916996 0.0011820158 -0.0016890849
1571 -6.161081039 0.0011813393 -0.001688071
1572 -6.161244505 0.0011806635 -0.0016870578
1573 -6.161407408 0.0011799883 -0.0016860456
1574 -6.161569741 0.0011793137 -0.0016850348
1575 -6.161731518 0.0011786397 -0.0016840253
1576 -6.161892723 0.0011779663 -0.0016830162
1577 -6.162053369 0.0011772935 -0.0016820087
1578 -6.162213457 0.0011766213 -0.0016810024
1579 -6.162372993 0.0011759498 -0.0016799968
1580 -6.162531973 0.0011752788 -0.0016789922
1581 -6.1626904 0.0011746084 -0.0016779889
1582 -6.162848273 0.0011739387 -0.0016769867
1583 -6.1630056 0.0011732696 -0.0016759855
1584 -6.163162379 0.001172601 -0.0016749852
1585 -6.163318616 0.0011719331 -0.001673986
1586 -6.1634743 0.0011712658 -0.001672988
1587 -6.163629452 0.001170599 -0.0016719914
1588 -6.163784054 0.0011699329 -0.0016709954
1589 -6.163938122 0.0011692674 -0.0016700002
1590 -6.164091658 0.0011686025 -0.0016690068
1591 -6.164244658 0.0011679382 -0.0016680138
1592 -6.164397122 0.0011672745 -0.0016670223
1593 -6.164549057 0.0011666114 -0.0016660315
1594 -6.164700463 0.0011659489 -0.0016650421
1595 -6.164851344 0.001165287 -0.0016640534
1596 -6.165001696 0.0011646256 -0.001663066
1597 -6.165151514 0.0011639649 -0.0016620795
1598 -6.16530082 0.0011633048 -0.0016610945
1599 -6.165449608 0.0011626453 -0.0016601098
