NUMBER LOVE_H LOVE_L LOVE_K
6983 -6.208264074 0.00027066088 -0.00038400579
6984 -6.208264231 0.00027062212 -0.00038395141
6985 -6.208264335 0.00027058338 -0.00038390042
6986 -6.208264453 0.00027054464 -0.00038384384
6987 -6.208264604 0.00027050593 -0.00038378629
6988 -6.208264639 0.00027046721 -0.00038374065
6989 -6.208264852 0.00027042852 -0.00038367928
6990 -6.20826495 0.00027038983 -0.00038362501
6991 -6.208265052 0.00027035115 -0.00038357218
6992 -6.208265188 0.00027031249 -0.00038351669
6993 -6.208265343 0.00027027383 -0.00038346145
6994 -6.208265523 0.00027023519 -0.00038339591
6995 -6.208265512 0.00027019656 -0.00038335016
6996 -6.208265705 0.00027015793 -0.00038329607
6997 -6.208265822 0.00027011932 -0.00038323679
6998 -6.208265909 0.00027008072 -0.00038318766
6999 -6.208265993 0.00027004213 -0.00038313628
7000 -6.208266215 0.00027000357 -0.00038308025
7001 -6.208266255 0.000269965 -0.00038302444
7002 -6.208266474 0.00026992644 -0.00038296501
7003 -6.208266535 0.0002698879 -0.00038291525
7004 -6.208266679 0.00026984936 -0.00038285806
7005 -6.208266809 0.00026981084 -0.00038280972
7006 -6.208266917 0.00026977233 -0.00038274734
7007 -6.208267063 0.00026973383 -0.00038269687
7008 -6.208267104 0.00026969534 -0.00038264521
7009 -6.208267302 0.00026965687 -0.00038258954
7010 -6.208267466 0.0002696184 -0.00038252412
7011 -6.20826755 0.00026957995 -0.00038247582
7012 -6.208267725 0.00026954151 -0.00038241806
7013 -6.208267838 0.00026950307 -0.00038237051
7014 -6.208267951 0.00026946464 -0.00038231375
7015 -6.208268095 0.00026942623 -0.00038225392
7016 -6.208268191 0.00026938784 -0.00038220259
7017 -6.208268368 0.00026934944 -0.00038215612
7018 -6.208268462 0.00026931106 -0.00038209619
7019 -6.208268531 0.00026927269 -0.0003820403
7020 -6.208268652 0.00026923434 -0.00038198962
7021 -6.208268866 0.00026919599 -0.00038192938
7022 -6.208268865 0.00026915765 -0.00038188243
7023 -6.208269067 0.00026911933 -0.00038182629
7024 -6.208269184 0.00026908102 -0.00038176669
7025 -6.208269307 0.00026904271 -0.00038171679
7026 -6.208269465 0.00026900443 -0.00038166591
7027 -6.208269459 0.00026896614 -0.00038160779
7028 -6.208269662 0.00026892787 -0.00038155199
7029 -6.208269841 0.00026888962 -0.00038148975
7030 -6.208270043 0.00026885137 -0.00038144008
7031 -6.208270003 0.00026881312 -0.00038139511
7032 -6.208270174 0.0002687749 -0.00038133348
7033 -6.208270306 0.00026873669 -0.00038127238
7034 -6.208270397 0.00026869848 -0.00038122241
7035 -6.208270549 0.00026866029 -0.00038117092
7036 -6.208270615 0.0002686221 -0.0003811277
7037 -6.208270819 0.00026858393 -0.00038106689
7038 -6.208270919 0.00026854577 -0.00038101254
7039 -6.208271051 0.00026850762 -0.00038095489
7040 -6.208271136 0.00026846948 -0.00038090524
7041 -6.208271265 0.00026843135 -0.00038084769
7042 -6.208271379 0.00026839323 -0.00038079493
7043 -6.208271532 0.00026835512 -0.00038073617
7044 -6.208271682 0.00026831703 -0.00038068087
7045 -6.208271791 0.00026827894 -0.00038063189
7046 -6.208271936 0.00026824087 -0.00038057583
7047 -6.208272009 0.00026820281 -0.00038052441
7048 -6.208272197 0.00026816475 -0.000380468
7049 -6.208272343 0.00026812671 -0.00038040879
7050 -6.208272388 0.00026808868 -0.00038035344
7051 -6.208272454 0.00026805065 -0.00038031015
7052 -6.208272646 0.00026801264 -0.00038025576
7053 -6.208272823 0.00026797465 -0.00038020311
7054 -6.208272917 0.00026793666 -0.0003801468
7055 -6.208272978 0.00026789869 -0.00038009405
7056 -6.208273226 0.00026786071 -0.00038002972
7057 -6.208273317 0.00026782276 -0.00037998373
7058 -6.208273381 0.00026778482 -0.00037992824
7059 -6.20827351 0.00026774689 -0.00037987534
7060 -6.208273685 0.00026770896 -0.00037982465
7061 -6.208273783 0.00026767104 -0.00037977393
7062 -6.208273879 0.00026763314 -0.00037972242
7063 -6.208273993 0.00026759525 -0.00037966787
7064 -6.208274134 0.00026755737 -0.00037960527
7065 -6.208274298 0.0002675195 -0.00037954906
7066 -6.208274434 0.00026748165 -0.00037949515
7067 -6.208274506 0.00026744379 -0.00037944397
7068 -6.208274663 0.00026740596 -0.00037939622
7069 -6.208274678 0.00026736812 -0.00037934322
7070 -6.208274884 0.00026733032 -0.00037928293
7071 -6.208275069 0.00026729251 -0.00037922902
7072 -6.208275145 0.00026725471 -0.00037917792
7073 -6.208275218 0.00026721692 -0.00037912842
7074 -6.208275347 0.00026717915 -0.00037907068
7075 -6.208275468 0.00026714138 -0.0003790215
7076 -6.208275694 0.00026710364 -0.00037896841
7077 -6.208275709 0.0002670659 -0.00037891709
7078 -6.208275892 0.00026702816 -0.00037886001
7079 -6.208275987 0.00026699044 -0.00037879805
7080 -6.208276123 0.00026695273 -0.00037876014
7081 -6.208276232 0.00026691503 -0.00037869929
7082 -6.208276353 0.00026687734 -0.00037864078
7083 -6.208276406 0.00026683966 -0.00037859098
7084 -6.208276602 0.00026680199 -0.00037853542
7085 -6.208276678 0.00026676435 -0.00037847846
7086 -6.208276809 0.0002667267 -0.00037842957
7087 -6.208276967 0.00026668906 -0.00037838101
7088 -6.208277038 0.00026665143 -0.00037832705
7089 -6.208277202 0.00026661382 -0.00037827552
7090 -6.208277297 0.00026657622 -0.00037822126
7091 -6.208277386 0.00026653862 -0.00037815926
7092 -6.208277571 0.00026650104 -0.00037811672
7093 -6.208277667 0.00026646347 -0.00037805694
7094 -6.208277748 0.00026642591 -0.00037800667
7095 -6.208277895 0.00026638836 -0.00037795364
7096 -6.208278059 0.00026635082 -0.00037789469
7097 -6.208278259 0.00026631329 -0.0003778386
7098 -6.208278288 0.00026627578 -0.00037778916
7099 -6.208278448 0.00026623827 -0.00037774345
7100 -6.208278526 0.00026620077 -0.00037768562
7101 -6.208278672 0.00026616327 -0.0003776325
7102 -6.208278785 0.0002661258 -0.00037757455
7103 -6.208278907 0.00026608834 -0.00037752188
7104 -6.208279031 0.00026605088 -0.00037746838
7105 -6.208279136 0.00026601343 -0.00037742251
7106 -6.208279263 0.000265976 -0.00037736993
7107 -6.208279443 0.00026593857 -0.00037731094
7108 -6.208279428 0.00026590116 -0.00037725985
7109 -6.208279622 0.00026586376 -0.00037720522
7110 -6.208279703 0.00026582637 -0.00037715804
7111 -6.208279918 0.00026578898 -0.00037710135
7112 -6.208279984 0.00026575162 -0.00037704814
7113 -6.208280012 0.00026571425 -0.00037699993
7114 -6.208280237 0.0002656769 -0.0003769403
7115 -6.208280319 0.00026563956 -0.000376886
7116 -6.208280562 0.00026560224 -0.00037683127
7117 -6.208280617 0.00026556493 -0.00037677356
7118 -6.208280713 0.00026552761 -0.00037673264
7119 -6.208280871 0.00026549032 -0.00037667018
7120 -6.208280935 0.00026545301 -0.00037663211
7121 -6.208281058 0.00026541575 -0.00037656739
7122 -6.208281283 0.00026537848 -0.00037652213
7123 -6.208281331 0.00026534122 -0.00037646686
7124 -6.208281491 0.00026530399 -0.00037641325
7125 -6.208281545 0.00026526674 -0.00037636008
7126 -6.208281658 0.00026522952 -0.00037630763
7127 -6.208281771 0.0002651923 -0.00037625603
7128 -6.208281905 0.0002651551 -0.00037620212
7129 -6.208282064 0.00026511791 -0.00037615018
7130 -6.208282122 0.00026508073 -0.00037609881
7131 -6.208282344 0.00026504356 -0.00037604126
7132 -6.208282417 0.00026500639 -0.00037598707
7133 -6.208282463 0.00026496924 -0.0003759343
7134 -6.208282575 0.0002649321 -0.00037588692
7135 -6.208282838 0.00026489497 -0.00037582682
7136 -6.208282939 0.00026485785 -0.00037578075
7137 -6.208283077 0.00026482075 -0.00037572042
7138 -6.208283211 0.00026478363 -0.00037567457
7139 -6.20828332 0.00026474656 -0.00037561817
7140 -6.208283382 0.00026470947 -0.0003755743
7141 -6.208283485 0.00026467241 -0.0003755193
7142 -6.208283688 0.00026463535 -0.00037546025
7143 -6.208283644 0.0002645983 -0.00037541291
7144 -6.20828386 0.00026456126 -0.00037535668
7145 -6.208284011 0.00026452423 -0.00037530849
7146 -6.208284008 0.00026448722 -0.0003752568
7147 -6.20828427 0.00026445021 -0.00037520151
7148 -6.208284356 0.00026441322 -0.00037515226
7149 -6.208284462 0.00026437623 -0.00037509291
7150 -6.208284592 0.00026433925 -0.00037504259
7151 -6.208284687 0.00026430228 -0.00037499206
7152 -6.208284793 0.00026426533 -0.00037494091
7153 -6.208284916 0.00026422839 -0.00037488848
7154 -6.208285075 0.00026419145 -0.00037483189
7155 -6.2082852 0.00026415455 -0.00037478302
7156 -6.208285299 0.00026411762 -0.00037472706
7157 -6.208285443 0.00026408073 -0.00037468153
7158 -6.208285492 0.00026404383 -0.00037463485
7159 -6.208285709 0.00026400695 -0.00037457545
7160 -6.20828585 0.00026397008 -0.00037451995
7161 -6.208285938 0.00026393321 -0.00037446923
7162 -6.208286105 0.00026389637 -0.00037441196
7163 -6.20828608 0.00026385952 -0.00037437063
7164 -6.208286219 0.00026382269 -0.00037431016
7165 -6.208286298 0.00026378586 -0.00037426263
7166 -6.208286524 0.00026374906 -0.00037421331
7167 -6.208286598 0.00026371226 -0.00037415919
7168 -6.208286749 0.00026367547 -0.00037410652
7169 -6.208286887 0.00026363868 -0.00037405171
7170 -6.208287008 0.00026360193 -0.00037399851
7171 -6.208287076 0.00026356516 -0.00037395127
7172 -6.208287266 0.00026352842 -0.00037389964
7173 -6.20828734 0.00026349168 -0.0003738422
7174 -6.208287495 0.00026345495 -0.00037378922
7175 -6.208287527 0.00026341823 -0.00037374367
7176 -6.208287774 0.00026338153 -0.00037368812
7177 -6.208287796 0.00026334483 -0.00037363158
7178 -6.208287904 0.00026330813 -0.00037357781
7179 -6.208288102 0.00026327147 -0.00037352852
7180 -6.208288162 0.00026323479 -0.00037347913
7181 -6.208288264 0.00026319813 -0.00037343061
7182 -6.208288425 0.00026316148 -0.00037337511
7183 -6.208288542 0.00026312486 -0.00037332469
7184 -6.208288621 0.00026308823 -0.00037327325
7185 -6.208288773 0.00026305161 -0.00037322228
7186 -6.2082889 0.000263015 -0.0003731651
7187 -6.208288954 0.00026297841 -0.00037312047
7188 -6.208289188 0.00026294183 -0.00037306009
7189 -6.208289262 0.00026290525 -0.00037301131
7190 -6.208289418 0.0002628687 -0.00037295006
7191 -6.208289504 0.00026283214 -0.00037290838
7192 -6.20828966 0.00026279559 -0.0003728509
7193 -6.208289696 0.00026275906 -0.00037280821
7194 -6.208289876 0.00026272254 -0.00037274648
7195 -6.208289949 0.00026268601 -0.00037269905
7196 -6.208290096 0.00026264952 -0.0003726471
7197 -6.208290187 0.00026261302 -0.00037259677
7198 -6.208290298 0.00026257654 -0.00037254155
7199 -6.208290391 0.00026254006 -0.00037248782
7200 -6.208290477 0.0002625036 -0.00037244543
7201 -6.208290673 0.00026246715 -0.00037239182
7202 -6.2082908 0.00026243071 -0.00037233902
7203 -6.208290843 0.00026239426 -0.00037229157
7204 -6.208291025 0.00026235785 -0.00037223376
7205 -6.208291087 0.00026232143 -0.00037218219
7206 -6.208291269 0.00026228503 -0.00037213115
7207 -6.208291331 0.00026224864 -0.00037207773
7208 -6.208291481 0.00026221225 -0.00037202788
7209 -6.208291544 0.00026217587 -0.00037197879
7210 -6.208291745 0.00026213953 -0.00037192642
7211 -6.208291784 0.00026210317 -0.00037187499
7212 -6.208291927 0.00026206682 -0.00037182695
7213 -6.208292075 0.0002620305 -0.00037177003
7214 -6.208292323 0.00026199418 -0.0003717169
7215 -6.208292278 0.00026195786 -0.00037167173
7216 -6.208292442 0.00026192156 -0.00037161644
7217 -6.208292652 0.00026188527 -0.00037155824
7218 -6.208292699 0.000261849 -0.00037150584
7219 -6.208292814 0.00026181272 -0.00037145667
7220 -6.208292925 0.00026177645 -0.00037141236
7221 -6.20829299 0.00026174021 -0.00037136212
7222 -6.208293194 0.00026170397 -0.00037131097
7223 -6.208293348 0.00026166774 -0.00037125349
7224 -6.208293361 0.00026163151 -0.00037120328
7225 -6.208293455 0.0002615953 -0.00037115506
7226 -6.208293646 0.0002615591 -0.00037110239
7227 -6.208293649 0.0002615229 -0.00037105555
7228 -6.208293856 0.00026148672 -0.00037099542
7229 -6.208294066 0.00026145056 -0.0003709375
7230 -6.208294041 0.00026141439 -0.00037089721
7231 -6.208294146 0.00026137825 -0.00037084687
7232 -6.208294301 0.0002613421 -0.00037078767
7233 -6.208294452 0.00026130597 -0.00037073992
7234 -6.208294513 0.00026126985 -0.00037069303
7235 -6.208294662 0.00026123374 -0.00037063543
7236 -6.208294765 0.00026119763 -0.00037059031
7237 -6.208294927 0.00026116154 -0.00037054405
7238 -6.20829495 0.00026112546 -0.00037049442
7239 -6.208295132 0.00026108938 -0.00037043826
7240 -6.208295282 0.00026105333 -0.00037038411
7241 -6.208295367 0.00026101728 -0.00037033078
7242 -6.208295498 0.00026098124 -0.00037028624
7243 -6.208295646 0.00026094521 -0.00037023263
7244 -6.20829577 0.00026090918 -0.00037018071
7245 -6.20829583 0.00026087316 -0.00037013142
7246 -6.20829596 0.00026083717 -0.00037007874
7247 -6.208296112 0.00026080117 -0.00037002583
7248 -6.208296135 0.0002607652 -0.00036997693
7249 -6.208296278 0.00026072922 -0.00036992565
7250 -6.208296427 0.00026069326 -0.00036987387
7251 -6.208296498 0.00026065731 -0.00036982119
7252 -6.208296717 0.00026062137 -0.00036977088
7253 -6.208296761 0.00026058544 -0.00036972047
7254 -6.208296864 0.00026054952 -0.00036967214
7255 -6.20829703 0.00026051359 -0.00036961426
7256 -6.208297146 0.0002604777 -0.00036957392
7257 -6.208297192 0.0002604418 -0.00036951947
7258 -6.208297419 0.00026040593 -0.00036946611
7259 -6.208297465 0.00026037004 -0.00036941628
7260 -6.208297705 0.0002603342 -0.00036936292
7261 -6.208297667 0.00026029833 -0.00036931425
7262 -6.208297853 0.00026026249 -0.00036926319
7263 -6.208297953 0.00026022666 -0.00036921677
7264 -6.208298026 0.00026019083 -0.00036915889
7265 -6.208298161 0.00026015502 -0.00036910727
7266 -6.20829835 0.00026011922 -0.00036906277
7267 -6.208298459 0.00026008343 -0.00036900353
7268 -6.208298514 0.00026004764 -0.00036896081
7269 -6.208298613 0.00026001186 -0.00036890933
7270 -6.208298739 0.00025997609 -0.00036885666
7271 -6.2082989 0.00025994034 -0.00036880983
7272 -6.208299016 0.0002599046 -0.00036875831
7273 -6.208299107 0.00025986887 -0.00036870648
7274 -6.208299214 0.00025983314 -0.00036865611
7275 -6.2082993 0.00025979742 -0.00036860069
7276 -6.208299414 0.00025976172 -0.00036855632
7277 -6.208299615 0.00025972603 -0.00036849756
7278 -6.208299691 0.00025969034 -0.00036845231
7279 -6.208299844 0.00025965466 -0.00036840172
7280 -6.208299905 0.000259619 -0.00036834552
7281 -6.208300092 0.00025958334 -0.00036829517
7282 -6.208300104 0.00025954769 -0.00036824554
7283 -6.208300232 0.00025951206 -0.00036819837
7284 -6.208300307 0.00025947643 -0.00036814311
7285 -6.208300525 0.00025944081 -0.00036809228
7286 -6.208300647 0.0002594052 -0.00036804643
7287 -6.208300719 0.00025936961 -0.00036799445
7288 -6.208300872 0.00025933402 -0.00036794651
7289 -6.208301039 0.00025929844 -0.00036789692
7290 -6.208301102 0.00025926287 -0.00036785
7291 -6.20830118 0.00025922732 -0.00036779291
7292 -6.2083013 0.00025919177 -0.00036774212
7293 -6.208301484 0.00025915622 -0.00036769864
7294 -6.208301579 0.0002591207 -0.00036763884
7295 -6.208301594 0.00025908518 -0.00036759135
7296 -6.208301804 0.00025904967 -0.00036753625
7297 -6.208301908 0.00025901417 -0.00036749192
7298 -6.208301964 0.00025897867 -0.00036744574
7299 -6.208302155 0.0002589432 -0.00036738986
7300 -6.208302244 0.00025890773 -0.00036733578
7301 -6.208302375 0.00025887227 -0.00036728771
7302 -6.208302457 0.00025883681 -0.00036724582
7303 -6.208302599 0.00025880137 -0.00036719235
7304 -6.208302673 0.00025876594 -0.00036714245
7305 -6.208302802 0.00025873052 -0.00036708431
7306 -6.208302927 0.00025869511 -0.00036703676
7307 -6.20830309 0.0002586597 -0.00036698397
7308 -6.208303148 0.00025862431 -0.0003669346
7309 -6.208303275 0.00025858893 -0.00036688717
7310 -6.208303379 0.00025855355 -0.00036684594
7311 -6.208303407 0.00025851818 -0.00036678758
7312 -6.208303633 0.00025848284 -0.00036673268
7313 -6.208303764 0.00025844749 -0.00036669239
7314 -6.208303902 0.00025841215 -0.00036663212
7315 -6.20830393 0.00025837682 -0.00036659792
7316 -6.208304036 0.0002583415 -0.0003665439
7317 -6.208304144 0.0002583062 -0.00036649253
7318 -6.208304235 0.0002582709 -0.00036643884
7319 -6.208304442 0.00025823562 -0.00036638409
7320 -6.208304551 0.00025820034 -0.00036634806
7321 -6.208304674 0.00025816507 -0.00036628125
7322 -6.208304743 0.00025812981 -0.00036623642
7323 -6.208304863 0.00025809456 -0.00036618693
7324 -6.208304885 0.00025805932 -0.00036614274
7325 -6.208305119 0.0002580241 -0.00036608469
7326 -6.208305213 0.00025798888 -0.00036604007
7327 -6.208305415 0.00025795367 -0.00036598217
7328 -6.208305491 0.00025791847 -0.00036593943
7329 -6.208305615 0.00025788329 -0.00036588861
7330 -6.208305649 0.00025784809 -0.00036584015
7331 -6.208305742 0.00025781292 -0.0003657942
7332 -6.208305928 0.00025777776 -0.00036574095
7333 -6.208306021 0.00025774261 -0.00036568519
7334 -6.208306111 0.00025770747 -0.00036563811
7335 -6.20830626 0.00025767233 -0.00036559727
7336 -6.208306363 0.00025763721 -0.00036554528
7337 -6.208306446 0.00025760209 -0.00036549367
7338 -6.208306587 0.00025756699 -0.00036544175
7339 -6.208306688 0.00025753189 -0.00036539121
7340 -6.208306841 0.00025749681 -0.0003653379
7341 -6.20830697 0.00025746174 -0.00036528893
7342 -6.208307002 0.00025742666 -0.00036523985
7343 -6.208307185 0.00025739162 -0.00036519124
7344 -6.208307294 0.00025735656 -0.00036514172
7345 -6.208307379 0.00025732152 -0.00036508773
7346 -6.208307449 0.00025728651 -0.00036504151
7347 -6.208307638 0.00025725147 -0.00036499437
7348 -6.208307764 0.00025721647 -0.00036493741
7349 -6.208307891 0.00025718147 -0.00036489275
7350 -6.208307958 0.00025714648 -0.00036484373
7351 -6.208308073 0.0002571115 -0.00036479871
7352 -6.2083082 0.00025707653 -0.00036474484
7353 -6.208308257 0.00025704157 -0.00036469344
7354 -6.208308441 0.00025700661 -0.00036464391
7355 -6.208308599 0.00025697167 -0.0003645898
7356 -6.20830861 0.00025693674 -0.00036454479
7357 -6.208308782 0.00025690182 -0.00036449499
7358 -6.208308907 0.00025686691 -0.00036444259
7359 -6.208309058 0.00025683199 -0.00036439503
7360 -6.208309148 0.0002567971 -0.0003643496
7361 -6.208309214 0.00025676221 -0.00036429342
7362 -6.208309325 0.00025672734 -0.00036425328
7363 -6.208309426 0.00025669247 -0.00036419784
7364 -6.208309517 0.00025665762 -0.00036414659
7365 -6.208309751 0.00025662277 -0.00036409968
7366 -6.208309804 0.00025658793 -0.00036404667
7367 -6.208309945 0.0002565531 -0.00036400284
7368 -6.208310033 0.00025651829 -0.00036395321
7369 -6.208310058 0.00025648348 -0.00036390234
7370 -6.208310165 0.00025644867 -0.00036385247
7371 -6.208310302 0.00025641388 -0.0003638073
7372 -6.20831039 0.0002563791 -0.00036376315
7373 -6.20831056 0.00025634432 -0.00036369994
7374 -6.20831073 0.00025630957 -0.00036365243
7375 -6.208310716 0.00025627481 -0.00036360328
7376 -6.208310902 0.00025624006 -0.00036355746
7377 -6.208310968 0.00025620533 -0.00036350765
7378 -6.208311136 0.0002561706 -0.00036346171
7379 -6.208311235 0.0002561359 -0.00036340909
7380 -6.208311302 0.00025610118 -0.00036336417
7381 -6.208311497 0.00025606649 -0.00036330572
7382 -6.208311528 0.0002560318 -0.00036326355
7383 -6.208311713 0.00025599712 -0.00036320838
7384 -6.208311717 0.00025596245 -0.00036317108
7385 -6.20831189 0.00025592779 -0.00036311826
7386 -6.208311927 0.00025589314 -0.00036306125
7387 -6.208312177 0.00025585851 -0.00036301916
7388 -6.208312219 0.00025582388 -0.00036296941
7389 -6.208312326 0.00025578926 -0.00036292106
7390 -6.208312452 0.00025575464 -0.00036286815
7391 -6.20831259 0.00025572003 -0.00036281994
7392 -6.208312723 0.00025568544 -0.00036276716
7393 -6.208312757 0.00025565087 -0.00036272645
7394 -6.208312943 0.00025561629 -0.00036267046
7395 -6.208313016 0.00025558171 -0.0003626273
7396 -6.208313131 0.00025554716 -0.00036257786
7397 -6.208313271 0.00025551262 -0.0003625182
7398 -6.208313344 0.00025547809 -0.00036247904
7399 -6.208313548 0.00025544355 -0.00036243315
7400 -6.208313648 0.00025540903 -0.00036237648
7401 -6.208313676 0.00025537452 -0.00036233672
7402 -6.208313849 0.00025534003 -0.00036228009
7403 -6.208313961 0.00025530554 -0.00036223482
7404 -6.208314033 0.00025527106 -0.00036218346
7405 -6.208314154 0.00025523658 -0.00036213522
7406 -6.208314288 0.00025520212 -0.00036208875
7407 -6.208314314 0.00025516766 -0.00036203874
7408 -6.208314521 0.00025513322 -0.00036198573
7409 -6.208314587 0.00025509878 -0.0003619404
7410 -6.208314661 0.00025506436 -0.00036189268
7411 -6.208314824 0.00025502994 -0.00036183895
7412 -6.208314944 0.00025499554 -0.00036179393
7413 -6.208315083 0.00025496114 -0.00036174251
7414 -6.208315121 0.00025492674 -0.00036169734
7415 -6.20831525 0.00025489237 -0.00036165238
7416 -6.208315334 0.00025485799 -0.00036159913
7417 -6.208315476 0.00025482363 -0.00036154792
7418 -6.208315683 0.00025478929 -0.00036150138
7419 -6.208315789 0.00025475495 -0.00036144565
7420 -6.20831583 0.00025472061 -0.00036140063
7421 -6.208315931 0.00025468629 -0.00036134984
7422 -6.208316005 0.00025465197 -0.00036130964
7423 -6.208316117 0.00025461767 -0.00036126587
7424 -6.20831631 0.00025458337 -0.00036120966
7425 -6.208316348 0.00025454908 -0.00036116716
7426 -6.208316502 0.00025451481 -0.00036110695
7427 -6.208316601 0.00025448053 -0.0003610655
7428 -6.208316689 0.00025444627 -0.0003610152
7429 -6.208316875 0.00025441204 -0.0003609649
7430 -6.208316927 0.0002543778 -0.00036091752
7431 -6.208317025 0.00025434355 -0.00036086755
7432 -6.208317187 0.00025430933 -0.00036082248
7433 -6.208317245 0.00025427513 -0.00036076824
7434 -6.208317329 0.00025424091 -0.00036072268
7435 -6.208317476 0.00025420673 -0.00036067657
7436 -6.208317551 0.00025417254 -0.00036062914
7437 -6.208317718 0.00025413836 -0.00036057778
7438 -6.208317841 0.00025410419 -0.00036052746
7439 -6.208317946 0.00025407003 -0.0003604853
7440 -6.208318108 0.00025403589 -0.00036043156
7441 -6.208318146 0.00025400175 -0.00036038224
7442 -6.208318241 0.00025396763 -0.00036033411
7443 -6.208318394 0.00025393351 -0.00036028082
7444 -6.208318527 0.00025389939 -0.0003602384
7445 -6.208318544 0.00025386528 -0.00036018452
7446 -6.208318715 0.00025383119 -0.00036013992
7447 -6.208318896 0.0002537971 -0.0003600878
7448 -6.208318929 0.00025376303 -0.00036004685
7449 -6.208319098 0.00025372896 -0.00036000099
7450 -6.208319215 0.00025369491 -0.00035994824
7451 -6.208319276 0.00025366086 -0.00035990217
7452 -6.208319423 0.00025362682 -0.00035985039
7453 -6.208319476 0.00025359279 -0.00035980516
7454 -6.20831962 0.00025355877 -0.00035975691
7455 -6.208319677 0.00025352476 -0.00035970772
7456 -6.208319774 0.00025349076 -0.00035965344
7457 -6.208319969 0.00025345677 -0.00035960627
7458 -6.208320077 0.00025342278 -0.00035955993
7459 -6.208320136 0.0002533888 -0.00035951026
7460 -6.208320275 0.00025335484 -0.00035946588
7461 -6.208320352 0.00025332088 -0.00035942568
7462 -6.208320438 0.00025328694 -0.00035936784
7463 -6.208320625 0.00025325299 -0.0003593201
7464 -6.208320665 0.00025321907 -0.00035927512
7465 -6.208320858 0.00025318515 -0.00035922334
7466 -6.208320963 0.00025315124 -0.00035916879
7467 -6.208321011 0.00025311733 -0.00035912854
7468 -6.208321153 0.00025308345 -0.00035908228
7469 -6.208321303 0.00025304956 -0.00035903316
7470 -6.208321377 0.00025301568 -0.00035898725
7471 -6.208321485 0.00025298182 -0.00035893905
7472 -6.208321581 0.00025294796 -0.0003588869
7473 -6.208321738 0.00025291412 -0.00035883622
7474 -6.208321879 0.00025288028 -0.00035878844
7475 -6.208321947 0.00025284646 -0.00035874556
7476 -6.208322023 0.00025281262 -0.00035869787
7477 -6.208322072 0.00025277881 -0.00035864811
7478 -6.208322224 0.00025274501 -0.00035860344
7479 -6.208322409 0.00025271122 -0.00035855489
7480 -6.208322342 0.00025267743 -0.00035850215
7481 -6.208322596 0.00025264366 -0.00035845772
7482 -6.20832266 0.00025260989 -0.00035840609
7483 -6.208322844 0.00025257614 -0.00035836023
7484 -6.208322848 0.00025254238 -0.00035831703
7485 -6.208323017 0.00025250865 -0.0003582576
7486 -6.208323131 0.00025247492 -0.00035821827
7487 -6.208323212 0.0002524412 -0.00035816948
7488 -6.208323317 0.00025240748 -0.00035812705
7489 -6.208323459 0.00025237377 -0.00035807303
7490 -6.208323496 0.00025234008 -0.00035803018
7491 -6.208323765 0.0002523064 -0.00035797083
7492 -6.208323834 0.00025227273 -0.00035792753
7493 -6.208323934 0.00025223906 -0.00035788074
7494 -6.208324008 0.00025220539 -0.00035783044
7495 -6.208324125 0.00025217175 -0.00035778708
7496 -6.208324215 0.00025213811 -0.00035774304
7497 -6.208324346 0.00025210448 -0.00035769693
7498 -6.208324434 0.00025207085 -0.00035763829
7499 -6.208324543 0.00025203724 -0.00035758805
7500 -6.208324694 0.00025200364 -0.00035754557
7501 -6.208324707 0.00025197004 -0.00035750346
7502 -6.20832487 0.00025193645 -0.00035745997
7503 -6.208325069 0.00025190289 -0.00035740932
7504 -6.208325096 0.00025186932 -0.00035736201
7505 -6.208325175 0.00025183575 -0.00035731204
7506 -6.208325273 0.00025180219 -0.00035727295
7507 -6.208325399 0.00025176866 -0.00035721062
7508 -6.208325518 0.00025173513 -0.00035716938
7509 -6.208325608 0.0002517016 -0.00035712281
7510 -6.20832571 0.00025166808 -0.0003570743
7511 -6.208325887 0.00025163458 -0.00035702152
7512 -6.208325906 0.00025160108 -0.0003569772
7513 -6.208326051 0.0002515676 -0.00035692914
7514 -6.20832616 0.00025153412 -0.00035688936
7515 -6.208326274 0.00025150065 -0.00035683053
7516 -6.208326381 0.00025146719 -0.00035679361
7517 -6.208326535 0.00025143374 -0.00035673772
7518 -6.208326603 0.00025140029 -0.00035669562
7519 -6.208326794 0.00025136685 -0.00035664555
7520 -6.208326847 0.00025133343 -0.00035659985
7521 -6.208326928 0.00025130001 -0.00035654847
7522 -6.208326994 0.0002512666 -0.00035650747
7523 -6.208327126 0.0002512332 -0.00035645587
7524 -6.208327238 0.0002511998 -0.0003564157
7525 -6.208327419 0.00025116643 -0.0003563602
7526 -6.208327486 0.00025113306 -0.00035631133
7527 -6.208327559 0.0002510997 -0.00035626424
7528 -6.208327687 0.00025106634 -0.00035621604
7529 -6.20832781 0.000251033 -0.00035616618
7530 -6.208327949 0.00025099966 -0.00035613139
7531 -6.208328023 0.00025096633 -0.00035608217
7532 -6.208328103 0.00025093301 -0.00035603254
7533 -6.208328275 0.0002508997 -0.00035598223
7534 -6.208328305 0.00025086639 -0.00035593921
7535 -6.208328456 0.00025083311 -0.00035588477
7536 -6.20832857 0.00025079982 -0.00035584276
7537 -6.208328654 0.00025076654 -0.00035579524
7538 -6.208328793 0.00025073328 -0.00035574946
7539 -6.208328883 0.00025070002 -0.00035570039
7540 -6.208328978 0.00025066677 -0.00035565297
7541 -6.208329084 0.00025063354 -0.00035560854
